title,url,date,summary,datetime
"Vizhinjam Commissioning‘നാടിനാണ് വിഴിഞ്ഞം തുറമുഖത്തിന്റെ ക്രെഡിറ്റ്, എല്ലാവർക്കും എന്റേതാണ് എന്ന് പറയാൻ ആഗ്രഹം; ഇന്ന് റീൽസ് ഒന്നുമില്ല’",https://www.manoramaonline.com/news/latest-news/2025/05/02/vizhinjam-port-credit-dispute-md-divya-s-iyer-speaks-out.html,2025-05-02,വിഴിഞ്ഞം ക്രെഡിറ്റിനെ ചൊല്ലിയുള്ള തർക്കത്തിൽ മുഖ്യമന്ത്രി എല്ലാം സൂചിപ്പിച്ച് കഴിഞ്ഞല്ലോയെന്ന് വിസിൽ എംഡി ദിവ്യ എസ്. അയ്യർ. നാടിനാണ് വിഴിഞ്ഞം തുറമുഖത്തിന്റെ ക്രെഡിറ്റ്. എല്ലാവർക്കും എന്റേതാണ് എന്ന് പറയാൻ ഒരു ആഗ്രഹമുണ്ട്. ഈ കാലഘട്ടത്തിലാണ് ഇത് നിർമിച്ചത് എന്നാകും ചരിത്രത്തിൽ രേഖപ്പെടുത്തുക.,2025-05-02
Vizhinjam Commissioningഎന്തുവന്നാലും വിഴിഞ്ഞം പദ്ധതി നടപ്പാക്കിയിരിക്കും; ഉമ്മൻ ചാണ്ടിയുടെ വിഡിയോ പങ്കുവച്ച് വി.ഡി. സതീശൻ,https://www.manoramaonline.com/news/latest-news/2025/05/02/vd-satheesan-shares-oommen-chandy-vizhinjam-port-speech.html,2025-05-02,വിഴിഞ്ഞം തുറമുഖത്തിന്റെ കമ്മിഷനിങ് ദിവസം മുന്‍മുഖ്യമന്ത്രി ഉമ്മന്‍ചാണ്ടി നിയമസഭയില്‍ വിഴിഞ്ഞവുമായി ബന്ധപ്പെട്ടു നടത്തിയ പ്രസംഗത്തിന്റെ വിഡിയോ സമൂഹമാധ്യമത്തില്‍ പങ്കുവച്ച് പ്രതിപക്ഷ നേതാവ് വി.ഡി.സതീശന്‍. ചരിത്രത്തെ ബോധപൂര്‍വം മറക്കുകയും തിരുത്തി എഴുതാന്‍ ശ്രമിക്കുകയും ചെയ്യുന്നവര്‍ ഉമ്മന്‍ ചാണ്ടിയുടെ ഓര്‍മ്മകളെ പോലും ഭയപ്പെടുന്നവരാണെന്നും സതീശന്‍ കുറിച്ചു.,2025-05-02
"പ്രധാനമന്ത്രിയുടെ സന്ദർശനം; മേയ് 1,2 തിയതികളിൽ തിരുവനന്തപുരം നഗരത്തിൽ ഗതാഗത നിയന്ത്രണം",https://www.manoramaonline.com/news/latest-news/2025/05/01/thiruvananthapuram-traffic-restrictions-pm-visit.html,2025-05-01,തിരുവനന്തപുരം ∙ പ്രധാനമന്ത്രി നരേന്ദ്രമോദിയുടെ സന്ദർശനത്തോടനുബന്ധിച്ച് തിരുവനന്തപുരം നഗരത്തിൽ ഗതാഗത നിയന്ത്രണം. മേയ് 1ന് ഉച്ചയ്ക്കു 2 മുതൽ രാത്രി 10 മണി വരെയും മേയ് 2ന് രാവിലെ 6.30 മുതൽ ഉച്ചയ്ക്ക് 2 മണി വരെയുമാണ് നഗരത്തിൽ ഗതാഗത നിയന്ത്രണം ഏർപ്പെടുത്തിയിരിക്കുന്നത്. വിമാനത്താവളത്തിലേക്കു വരുന്നവർ യാത്രകൾ മുൻകൂട്ടി ക്രമീകരിക്കണമെന്ന് പൊലീസ് അറിയിച്ചു.,2025-05-01
‘മാനവികതയ്‌ക്കെതിരായ പ്രവണതകളിൽ നിന്ന് യുവതലമുറയെ രക്ഷിക്കേണ്ടതുണ്ട്’; വേവ്സ് 2025 ഉച്ചകോടിയിൽ പ്രധാനമന്ത്രി,https://www.manoramaonline.com/news/latest-news/2025/05/01/pm-narendra-modi-waves-2025-summit.html,2025-05-01,മാനവികതയ്‌ക്കെതിരായ പ്രവണതകളിൽനിന്നു യുവതലമുറയെ നാം രക്ഷിക്കേണ്ടതുണ്ടെന്ന് പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി. മുംബൈയിൽ നടന്ന വേൾഡ് ഓഡിയോ വിഷ്വൽ ആൻഡ് എന്റർടൈൻമെന്റ് സമ്മിറ്റ് 2025 (വേവ്സ് 2025) ഉച്ചകോടി ഉദ്ഘാടനം ചെയ്തു സംസാരിക്കുകയായിരുന്നു അദ്ദേഹം. ഇന്ത്യയിലുടനീളമുള്ള വിവിധ മേഖലകളിൽനിന്നുള്ള പ്രമുഖരും കണ്ടന്റ് ക്രിയേറ്റേഴ്സും പങ്കെടുത്ത സമ്മേളന വേദിയിൽ ഇന്ത്യൻ നിർമിത ഡിജിറ്റൽ ഉള്ളടക്കത്തെക്കുറിച്ചും രാജ്യത്തെ സാമ്പത്തിക കുതിച്ചുചാട്ടത്തിലേക്കു നയിക്കാനുള്ള കണ്ടന്റ് ക്രിയേറ്റർമാരുടെ കഴിവിനെക്കുറിച്ചും അദ്ദേഹം സംസാരിച്ചു.,2025-05-01
‘മേയ്ദിന സമ്മാനം’ : ലോക തൊഴിലാളി ദിനത്തില്‍ കെഎസ്ആർടിസി ജീവനക്കാര്‍ക്ക് ശമ്പളം,https://www.manoramaonline.com/news/latest-news/2025/05/01/ksrtc-employees-receive-salaries.html,2025-05-01,തിരുവനന്തപുരം∙ ലോക തൊഴിലാളി ദിനത്തിൽ ജീവനക്കാർക്ക് സമ്മാനമെന്ന നിലയിൽ ശമ്പളം നൽകി കെഎസ്ആർടിസി. ‘മേയ്ദിന സമ്മാനം’ എന്ന തലക്കെട്ടോടെയുള്ള വാർത്താക്കുറിപ്പാണ് കെഎസ്ആർടിസി പുറത്തിറക്കിയത്. ‘ഒന്നാം തീയതി ശമ്പളം നല്‍കുമെന്ന വാക്ക് പാലിക്കാന്‍ അവധി ദിനത്തിന്‍റെ തലേദിവസം തന്നെ ശമ്പളത്തുക ബാങ്കിലേക്കു നിക്ഷേപിക്കാന്‍ ഗതാഗത വകുപ്പ്’ എന്നാണ് വാർത്താക്കുറിപ്പിൽ പറയുന്നത്.,2025-05-01
ചക്ക മുറിക്കുന്നതിനിടയിലേക്ക് ഓടി വന്നു; കത്തിയുടെ മുകളിലേക്ക് വീണ് എട്ടു വയസുകാരന് ദാരുണാന്ത്യം,https://www.manoramaonline.com/news/latest-news/2025/05/01/kasaragod-tragedy-eight-year-old-dies-in-jackfruit-cutting-accident.html,2025-05-01,കാസർകോട്∙ മാതാവ് ചക്ക മുറിക്കുന്നതിനിടയിലേക്ക് ഓടിവന്ന എട്ടു വയസ്സുകാരൻ കത്തിയുടെ മുകളിലേക്ക് വീണ് മരിച്ചു. കാസർകോട് നെക്രാജെ പിലാങ്കട്ട വെള്ളൂറടുക്ക സുലേഖയുടെ മകൻ ഹുസൈൻ ഷഹബാസ് (8) ആണ് മരിച്ചത്. ഇന്നലെ വൈകിട്ടായിരുന്നു സംഭവം. മാതാവ് സുലൈഖ ചക്ക മുറിക്കുന്നതിനിടയിലേക്ക് ഓടി വന്ന ഷഹബാസ് കത്തിയുടെ മുകളിലേക്ക് വീഴുകയായിരുന്നു. ഉടൻ ആശുപത്രിയിൽ എത്തിച്ചെങ്കിലും ഷഹബാസിൻ്റെ ജീവൻ രക്ഷിക്കാനായില്ല.,2025-05-01
നടപടി കടുപ്പിച്ച് ഇന്ത്യ; പിന്നാലെ ഐഎസ്ഐ മേധാവിയ്ക്ക് ദേശീയ സുരക്ഷാ ഉപദേഷ്ടാവിന്റെ ചുമതല നൽകി പാക്കിസ്ഥാൻ,https://www.manoramaonline.com/news/latest-news/2025/05/01/pakistan-appoints-isi-chief-asim-malik-as-national-security-adviser-amid-tensions-with-india.html,2025-05-01,ഇസ്​ലാമാബാദ് ∙ പാക്കിസ്ഥാൻ ചാരസംഘടന ഇന്റർ സർവീസസ് ഇന്റലിജൻസ് (ഐഎസ്ഐ) മേധാവി ലഫ്റ്റനന്റ് ജനറൽ മുഹമ്മദ് അസിം മാലിക്കിന് ദേശീയ സുരക്ഷാ ഉപദേഷ്ടാവിന്റെ ചുമതലയും. ഐഎസ്ഐ മേധാവിയുടെ ചുമതലയിലിരിക്കെ ദേശീയ സുരക്ഷാ ഉപദേഷ്ടാവിന്റെ അധിക ചുമതല കൂടി നൽകുന്നത് ഇതാദ്യമായാണ്.,2025-05-01
സംവിധായകർക്ക് ലഹരി ലഭിച്ചത് എവിടെനിന്ന്? ഉറവിടം തേടി എക്സൈസ്; ഹാജരാകാൻ സമീർ താഹിറിന് നോട്ടിസ്,https://www.manoramaonline.com/news/latest-news/2025/04/30/kochi-excise-drug-bust-sameer-thahir-excise-notice.html,2025-04-30,"കൊച്ചി∙ ഹൈബ്രിഡ് കഞ്ചാവുമായി രണ്ടു സംവിധായകർ പിടിയിലായ സംഭവത്തിൽ ഫ്ലാറ്റ് ഉടമ ഛായാഗ്രാഹകനും സംവിധായകനുമായ സമീർ താഹിറിന് എക്സൈസ് നോട്ടിസ്. ഒരാഴ്ചയ്ക്കുള്ളിൽ ചോദ്യം ചെയ്യലിന് ഹാജരാകാനാണ് നിർദേശം. ഞായറാഴ്ച പുലർച്ചെയാണ് സംവിധായകരായ ഖാലിദ് റഹ്മാൻ, അഷ്റഫ് ഹംസ, ഇവരുടെ സുഹൃത്തായ ഷാലിഫ് മുഹമ്മദ് നഹാസ് എന്നിവരെ ഗോശ്രീ പാലത്തിനു സമീപമുള്ള ഫ്ലാറ്റിൽ നിന്ന് എക്സൈസ് സംഘം അറസ്റ്റ് ചെയ്തത്. ഇവരിൽ നിന്ന് 1.6 ഗ്രാം ഹൈബ്രിഡ് കഞ്ചാവ് പിടിച്ചടുത്തിരുന്നു.",2025-04-30
"ഐസിഎസ്ഇ, ഐഎസ്‌സി ഫലം പ്രസിദ്ധീകരിച്ചു; ഐസിഎസ്ഇയിൽ 99.09% വിജയം, ഐഎസ്‌സിയിൽ 99.02%",https://www.manoramaonline.com/news/latest-news/2025/04/30/icse-isc-exam-results-announced.html,2025-04-30,"ഐസിഎസ്ഇ (10–ാം ക്ലാസ്), ഐഎസ്‌സി (12–ാം ക്ലാസ്) പരീക്ഷാഫലം പ്രസിദ്ധീകരിച്ചു. ഐസിഎസ്ഇയിൽ 99.09 ആണ് രാജ്യത്തെ വിജയശതമാനം. ദക്ഷിണ മേഖലയിൽ 99.73% പേരും വിജയിച്ചു. ഐഎസ്‌സിയിൽ 99.02 ആണ് രാജ്യത്തെ വിജയശതമാനം. ദക്ഷിണമേഖലയിൽ 99.76 ശതമാനവും വിജയിച്ചു. ബോർഡിന്റെ ഔദ്യോഗിക വെബ്സൈറ്റിലൂടെയും (https://cisce.org) ഡിജിലോക്കർ വഴിയും ഫലം അറിയാം. ദ് കൗണ്‍സിൽ ഫോർ ഇന്ത്യൻ സ്കൂള്‍ സർട്ടിഫിക്കറ്റ് എക്സാമിനേഷൻസ് (സിഐഎസ്‍സിഇ) ആണ് ഫലം പ്രഖ്യാപിച്ചത്.",2025-04-30
ഹൈബ്രിഡ് കഞ്ചാവ് കേസ്: ശ്രീനാഥ് ഭാസിയെ സാക്ഷിയാക്കാൻ നീക്കം; നടൻമാരെ പ്രതികളാക്കാനാകില്ലെന്ന് എക്സൈസ്,https://www.manoramaonline.com/news/latest-news/2025/04/30/sreenath-bhasi-shine-tom-chacko-alappuzha-hybrid-cannabis-case-investigation.html,2025-04-30,ആലപ്പുഴ ∙ ഹൈബ്രിഡ് കഞ്ചാവ് കേസിൽ നടൻ ശ്രീനാഥ് ഭാസിയെ സാക്ഷിയാക്കാൻ നീക്കം. നിലവിൽ ലഭിച്ച തെളിവുകളുടെ അടിസ്ഥാനത്തിൽ നടന്മാരായ ശ്രീനാഥ് ഭാസിയേയും ഷൈൻ ടോം ചാക്കോയേയും പ്രതികളാക്കാൻ കഴിയില്ലെന്നും എക്സൈസ് ഉദ്യോഗസ്ഥർ പറഞ്ഞു.,2025-04-30
ദ്രോണാചാര്യ സണ്ണി തോമസ് അന്തരിച്ചു; ഇന്ത്യൻ ഷൂട്ടിങ്ങിന് മെഡൽത്തിളക്കം സമ്മാനിച്ച പരിശീലകൻ,https://www.manoramaonline.com/news/latest-news/2025/04/30/dronacharya-sunny-thomas-passed-away.html,2025-04-30,"കോട്ടയം∙ ദ്രോണാചാര്യ സണ്ണി തോമസ് (84) അന്തരിച്ചു. കോട്ടയം ഉഴവൂരിലെ വീട്ടിൽ ഇന്നു പുലർച്ചെ ഹൃദയാഘാതത്തെ തുടർന്നാണ് അന്ത്യം. സംസ്കാരം പിന്നീട്. 1993 മുതൽ 2012 വരെ ഇന്ത്യൻ ഷൂട്ടിങ് ടീമിന്റെ മുഖ്യ പരിശീലകനായിരുന്നു. വിവിധ ഒളിംപിക്സുകളിലായി ഷൂട്ടിങ്ങിൽ ഇന്ത്യ സ്വർണം, വെള്ളി മെഡലുകൾ നേടിയത് ഇദ്ദേഹത്തിന്റെ പരിശീലക കാലയളവിലാണ്. ഷൂട്ടിങ്ങിൽ 5 തവണ സംസ്ഥാന ചാംപ്യനും 1976ൽ ദേശീയ ചാംപ്യനും ആയിരുന്നു. 2001ലാണ് സണ്ണി തോമസിനെ ‘ദ്രോണാചാര്യ’ ബഹുമതി നൽകി രാജ്യം ആദരിച്ചത്.",2025-04-30
അഭിഭാഷകൻ ബി.എ. ആളൂർ അന്തരിച്ചു; കോളിളക്കം സൃഷ്ടിച്ച ക്രിമിനൽ കേസുകളിലെ പ്രതിഭാഗം വക്കീൽ,https://www.manoramaonline.com/news/latest-news/2025/04/30/advocate-ba-aloor-passed-away.html,2025-04-30,കൊച്ചി∙ ക്രിമിനൽ അഭിഭാഷകൻ ബി.എ. ആളൂർ (53) അന്തരിച്ചു. കൊച്ചിയിലെ ലിസി ആശുപത്രിയിലായിരുന്നു അന്ത്യം. വൃക്ക സംബന്ധമായ അസുഖത്തിനു ചികിത്സയിലായിരുന്നു. തൃശൂര്‍ സ്വദേശിയാണ് ബിജു ആന്റണി ആളൂര്‍ എന്ന ബി.എ.ആളൂര്‍. ഗോവിന്ദച്ചാമിക്ക് വേണ്ടി ഹാജരായതോടെയാണ് ആളൂർ ശ്രദ്ധിക്കപ്പെട്ടത്. പിന്നീട് കോളിളക്കം സൃഷ്ടിച്ച നിരവധി കേസുകളിൽ പ്രതിഭാഗം വക്കീലായിരുന്നു ആളൂർ. കൂടത്തായി ജോളി കേസിലും ഇലന്തൂർ നരബലിക്കേസിലും പ്രതിഭാഗം അഭിഭാഷകനായിരുന്നു. മഹാരാഷ്ട്ര സർക്കാരിന്റെ സ്പെഷൽ പബ്ലിക് പ്രോസിക്യൂട്ടർ ആയും സേവനം അനുഷ്ഠിച്ചിരുന്നു.,2025-04-30
‘ഭീകരതയ്ക്കെതിരെ ഇന്ത്യ ഒറ്റക്കെട്ടെന്ന് കാട്ടി കൊടുക്കണം; പ്രത്യേക സമ്മേളനം വിളിക്കണം’,https://www.manoramaonline.com/news/latest-news/2025/04/29/pahalgam-terror-attack-rahul-gandhi-demands-special-parliament-session.html,2025-04-29,ന്യൂഡൽഹി ∙ പഹൽഗാം ഭീകരാക്രമണത്തിന്റെ പശ്ചാത്തലത്തിൽ പാർലമെന്റിന്റെ ഇരുസഭകളുടെയും പ്രത്യേക സമ്മേളനം വിളിച്ചുകൂട്ടണമെന്ന് ലോക്‌സഭാ പ്രതിപക്ഷ നേതാവ് രാഹുൽ ഗാന്ധി. ആവശ്യം ഉന്നയിച്ചു രാഹുൽ ഗാന്ധി പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിക്ക് കത്തെഴുതി. ‘‘പഹൽഗാം ഭീകരാക്രമണം ഓരോ ഇന്ത്യക്കാരനെയും പ്രകോപിപ്പിച്ചിരിക്കുന്നു.,2025-04-29
"പുലിപ്പല്ല് നൽകിയത് ശ്രീലങ്കൻ വംശജനെന്ന് വേടൻ, യഥാർഥമെന്ന് വനം വകുപ്പ്; ജാമ്യമില്ലാ വകുപ്പുകൾ പ്രകാരം കേസ്, 2 ദിവസം കസ്റ്റഡിയിൽ",https://www.manoramaonline.com/news/latest-news/2025/04/29/kochi-rapper-vedan-in-custody-of-forest-department-for-illegal-leopard-tooth-possession.html,2025-04-29,കൊച്ചി ∙ ലഹരിക്കേസിൽ അറസ്റ്റിലായി ജാമ്യം ലഭിച്ചതിനു പിന്നാലെ വനംവകുപ്പ് കസ്റ്റഡിയിലെടുത്ത റാപ്പർ വേടൻ എന്ന ഹിരൺദാസ് മുരളിയുടെ പേരിൽ ഏഴു വർഷം വരെ തടവു ലഭിക്കാവുന്ന വകുപ്പുകൾ ചുമത്തി കേസെടുത്തു. വേടൻ ധരിച്ചിരുന്ന മാലയിലെ പുലിപ്പല്ല് യഥാർഥമാണെന്ന് പ്രാഥമിക പരിശോധനയിൽ വ്യക്തമായതോടെയാണ് വനംവകുപ്പിന്റെ നടപടി.,2025-04-29
"‘കുട്ടിക്ക് തന്റെ നിറമല്ലെന്നു പറഞ്ഞു, സ്ത്രീധനത്തിന്റെ പേരിലും ഉപദ്രവിച്ചു’; സ്നേഹയുടെ മരണത്തിൽ ഭർത്താവ് അറസ്റ്റിൽ",https://www.manoramaonline.com/news/latest-news/2025/04/29/kannur-woman-suicide-domestic-violence-complaint-against-husband.html,2025-04-29,കണ്ണൂർ ∙ യുവതിയെ വീട്ടിൽ തൂങ്ങിമരിച്ച നിലയിൽ കണ്ടെത്തിയ സംഭവത്തിൽ ഭർത്താവ് അറസ്റ്റിൽ. പായം കേളൻപീടിക സ്വദേശിനി സ്നേഹ (24) യുടെ മരണത്തിൽ ഭർത്താവ് ജിനീഷിനെയാണ് പൊലീസ് അറസ്റ്റ് ചെയ്തത്. സ്വന്തം വീട്ടിൽവച്ച് ഇന്നലെയാണ് സ്നേഹയെ തൂങ്ങിമരിച്ചനിലയിൽ കണ്ടെത്തിയത്. സംഭവത്തിൽ ഭർത്താവ് ജിനീഷിനെതിരെ പരാതിയുമായി സ്നേഹയുടെ കുടുംബം രംഗത്തെത്തിയിരുന്നു.,2025-04-29
"പരാതി നൽകി ബി.ഉണ്ണികൃഷ്ണൻ, തന്നോട് വ്യക്തിവിരോധമെന്ന് സജി നന്ത്യാട്ട്; തമ്മിലടിച്ച് ഫിലിം ചേംബറും ഫെഫ്കയും",https://www.manoramaonline.com/news/latest-news/2025/04/29/fefka-film-chamber-conflict-drug-abuse-case.html,2025-04-29,"കൊച്ചി∙ ലഹരി ഉപയോഗവുമായി ബന്ധപ്പെട്ട് ഉലഞ്ഞിരിക്കുന്ന മലയാള സിനിമാ മേഖലയെ പിടിച്ചുലച്ചു ഫിലിം ചേംബർ-ഫെഫ്ക തർക്കവും. ഫിലിം ചേംബർ ജനറൽ സെക്രട്ടറി സജി നന്ത്യാട്ടിനെതിരെ നടപടി എടുക്കണമെന്നാവശ്യപ്പെട്ടു ഫെഫ്ക ജനറൽ സെക്രട്ടറി ബി.ഉണ്ണികൃഷ്ണൻ ഫിലിം ചേംബറിന് പരാതി നൽകി. അതേസമയം, തന്നോട് ഉണ്ണികൃഷ്ണനു വ്യക്തിവിരോധമാണെന്നാണ് സജി നന്ത്യാട്ടിന്റെ പ്രതികരണം. വിഷയങ്ങൾ ചർച്ച ചെയ്യാൻ ചേംബർ ഇന്നു യോഗം ചേരുന്നുണ്ട്.",2025-04-29
‘ഏതാണ് ഈ യുവ അധികാരി?’: നിർണായക യോഗത്തിൽ മുഖ്യമന്ത്രിക്കൊപ്പം കുടുംബവും; ഔദ്യോഗിക വാഹനത്തിന്റെ മുൻസീറ്റിൽ വീണ,https://www.manoramaonline.com/news/latest-news/2025/04/29/vizhinjam-port-security-breach.html,2025-04-29,'വിസില്‍ ചെയര്‍മാനും ബന്ധപ്പെട്ട മന്ത്രിമാരും പങ്കെടുക്കുന്ന യോഗത്തില്‍ ഏതാണ് ഈ യുവ അധികാരി?' - വിഴിഞ്ഞം രാജ്യാന്തര തുറമുഖം കമ്മിഷനിങ്ങിന്റെ ഒരുക്കങ്ങള്‍ വിലയിരുത്താന്‍ മുഖ്യമന്ത്രി പിണറായി വിജയനും മന്ത്രിമാരും പങ്കെടുക്കുന്ന യോഗത്തില്‍ മുഖ്യമന്ത്രിയുടെ ഭാര്യയും മകളും കൊച്ചുമകനും പങ്കെടുക്കുന്ന ചിത്രം പങ്കുവച്ച് വിജിലന്‍സ് മുന്‍ ഡയറക്ടര്‍ ജേക്കബ് തോമസ് സമൂഹമാധ്യമത്തില്‍ ഉന്നയിച്ച ചോദ്യമാണിത്.,2025-04-29
‘പഹൽഗാം ആക്രമണത്തിൽ പക്ഷപാതകരമായ റിപ്പോർട്ടിങ്’; ബിബിസിയെ അതൃപ്തി അറിയിച്ച് കേന്ദ്ര സർക്കാർ,https://www.manoramaonline.com/news/latest-news/2025/04/28/bbc-faces-indian-government-backlash-over-pahalgam-terror-attack-reporting.html,2025-04-28,പഹൽഗാം ഭീകരാക്രമണത്തിനു ശേഷം പ്രകോപനപരവും വർഗീയവുമായ ഉള്ളടക്കം പ്രചരിപ്പിച്ചതിന് 16 പാക്കിസ്ഥാൻ യൂട്യൂബ് ചാനലുകൾ ഇന്ത്യയിൽ നിരോധിച്ച് കേന്ദ്രസർക്കാർ‌. കേന്ദ്ര ആഭ്യന്തര മന്ത്രാലയത്തിന്റെ ശുപാർശകളുടെ അടിസ്ഥാനത്തിലാണ് ചാനലുകൾക്ക് നിരോധനം ഏർപ്പെടുത്തിയത്. 16 ചാനലുകൾക്കുമായി 63 ദശലക്ഷം സബ്‌സ്‌ക്രൈബർമാരാണ് ഉണ്ടായിരുന്നത്.,2025-04-28
"റാപ്പർ വേടന്റെ ഫ്ലാറ്റിൽ നിന്ന് കഞ്ചാവ് പിടികൂടി, കണ്ടെത്തിയത് 5 ഗ്രാം; കഞ്ചാവ് ഉപയോഗിക്കാറുണ്ടെന്ന് മൊഴി",https://www.manoramaonline.com/news/latest-news/2025/04/28/rapper-vedan-home-raided-police-seize-ganja-in-kochi.html,2025-04-28,കൊച്ചി ∙ റാപ്പർ വേടന്റെ ഫ്ലാറ്റിൽ നിന്ന് കഞ്ചാവ് പിടികൂടി. ഹിൽപാലസ് പൊലീസ് നടത്തിയ പരിശോധനയിലാണ് കഞ്ചാവ് കണ്ടെത്തിയത്. 5 ഗ്രാം കഞ്ചാവാണ് പിടികൂടിയത് എന്നാണ് പ്രാഥമിക വിവരം. പരിശോധന സമയത്ത് വേടൻ ഫ്ലാറ്റിലുണ്ടായിരുന്നു. പരിശോധന ഇപ്പോഴും തുടരുകയാണ്.,2025-04-28
"അന്ന് വെറും കയ്യോടെ മടങ്ങി, മാർച്ച് മുതൽ സംവിധായകർ നിരീക്ഷണത്തിൽ; സമീറിന്റെ ഫ്ലാറ്റ് സിനിമാക്കാരുടെ താവളം",https://www.manoramaonline.com/news/latest-news/2025/04/28/major-hybrid-cannabis-bust-malayalam-film-directors-khalid-rahman-ashraf-hamza-involved-updates.html,2025-04-28,ഹൈബ്രിഡ് കഞ്ചാവ് കേസിൽ‍ അറസ്റ്റിലായ സംവിധായകരടക്കമുള്ളവർ ഫ്ലാറ്റിലേക്ക് വരുന്നതും പോകുന്നതും എക്സൈസ് നിരീക്ഷിച്ചു തുടങ്ങിയത് മാർച്ച് തുടക്കം മുതൽ. കൃത്യമായ വിവരങ്ങളുടെ അടിസ്ഥാനത്തിൽ മാർച്ച് മാസത്തിൽ റെയ്ഡിന് എക്സൈസ് സംഘം എത്തിയെങ്കിലും ചില അപ്രതീക്ഷിത സംഭവങ്ങളെ തുടർന്ന് വെറുംകൈയോടെ മടങ്ങേണ്ടി വന്നിരുന്നു.,2025-04-28
തിരുനെൽവേലിയിൽ കാറുകൾ കൂട്ടിയിടിച്ച് അപകടം; 7 മരണം,https://www.manoramaonline.com/news/latest-news/2025/04/28/seven-people-died-in-a-tragic-accident-in-tirunelveli.html,2025-04-28,കന്യാകുമാരി ∙ തിരുനെൽവേലി നാഞ്ചിനേരിക്ക് സമീപമുള്ള ദളപതിസമുദ്രത്തില്‍ കാറുകൾ കൂട്ടിയിടിച്ച് ഏഴു മരണം. ഒരു കാറിലെ ആറു പേർ ഉൾപ്പെടെ 7 പേരാണ് മരിച്ചത്.,2025-04-28
"‘തസ്‍ലീമ സുഹൃത്ത്, ലഹരി ഇടപാടുമായി തനിക്ക് ബന്ധമില്ല; ഷൈനിനേയും ശ്രീനാഥ് ഭാസിയേയും അറിയാം’",https://www.manoramaonline.com/news/latest-news/2025/04/28/model-k-soumya-questioned-alongside-shine-tom-chacko-and-sreenath-bhasi-denies-involvement-in-hybrid-cannabis-case.html,2025-04-28,"ആലപ്പുഴ ∙ തസ്‌ലീമ സുഹൃത്താണെന്ന് ഹൈബ്രിഡ് കഞ്ചാവ് കേസിൽ ആലപ്പുഴ എക്സൈസ് കമ്മിഷണർ ഓഫിസിൽ‌ ചോദ്യം ചെയ്യലിന് ഹാജരായ മോഡൽ കെ. സൗമ്യ. 6 മാസമായി തസ്‌ലീമയെ അറിയാം. അവളെ കുറിച്ച് അറിയാനാണ് തന്നെ വിളിപ്പിച്ചത്. ലഹരി ഇടപാടുമായി തനിക്ക് ബന്ധമില്ല. ഷൈൻ ടോം ചാക്കോ, ശ്രീനാഥ് ഭാസി എന്നിവരെ അറിയാമെന്നും സൗമ്യ പറഞ്ഞു. അവർ‌ ലഹരി ഉപയോഗിക്കുമോയെന്ന് അറിയില്ല. കൊച്ചിയിൽ വന്നിട്ടാണ് തസ്‍ലീമയെ പരിചയപ്പെട്ടതെന്നും പാലക്കാട് സ്വദേശിനിയായ സൗമ്യ പറഞ്ഞു.",2025-04-28
"‘പിണറായി കത്തിയെരിയുന്ന സൂര്യൻ, ദുരന്തഭൂമികളിൽ ഫോട്ടോഷൂട്ട് നടത്തുന്നവർ ആ ഇച്ഛാശക്തിയും നേതൃപാടവവും കണ്ടുപഠിക്കണം’",https://www.manoramaonline.com/news/latest-news/2025/04/27/ex-private-secretary-kk-ragesh-praises-pinarayi-vijayans-transformative-governance-in-kerala.html,2025-04-27,കണ്ണൂര്‍ ∙ മുഖ്യമന്ത്രി പിണറായി വിജയനെ പുകഴ്ത്തി അദ്ദേഹത്തിന്റെ മുൻ പ്രൈവറ്റ് സെക്രട്ടറിയും സിപിഎം കണ്ണൂർ ജില്ലാ സെക്രട്ടറിയുമായ കെ.കെ.രാഗേഷ്. ത്യാഗപൂർണമായ ജീവിതമാണ് അദ്ദേഹത്തിന്റേതെന്നും സഹജീവികള്‍ക്ക് വേണ്ടി കത്തിയെരിയുന്ന സൂര്യനാണ് പിണറായി വിജയന്‍ എന്നും കെ.കെ. രാഗേഷ് ഫെയ്സ്ബുക്കിൽ കുറിച്ചു.,2025-04-27
കശ്മീരിൽ നിരീക്ഷണം ശക്തമാക്കി: 14 ഭീകരരുടെ പട്ടിക പുറത്തുവിട്ട് ഐബി; സഹായം നൽകിയവർ കസ്റ്റഡിയിൽ,https://www.manoramaonline.com/news/latest-news/2025/04/27/pahalgham-attack-ib-released-list-of-14-terrorists.html,2025-04-27,ന്യൂഡൽഹി∙ പഹൽഗാം ഭീകരാക്രമണത്തിനു പിന്നിൽ പ്രവർത്തിച്ച ഭീകരർക്കെതിരെയും സഹായം നൽകിയവർക്കെതിരെയും ശക്തമായ നടപടി സ്വീകരിച്ച് സുരക്ഷാ സേന. ഭീകരാക്രമണവുമായി ബന്ധപ്പെട്ട് ഇന്റലിജൻസ് ബ്യൂറോ 14 ഭീകരരുടെ പട്ടിക തയാറാക്കി. ഐബിയുടെ പട്ടികയിലുള്ളവരെല്ലാം 20നും 40നും ഇടയിൽ പ്രായമുള്ളവരും പാക്കിസ്ഥാനിൽനിന്നു സഹായം ലഭിക്കുന്നവരുമാണെന്ന് റിപ്പോർട്ടുകൾ പറയുന്നു.,2025-04-27
